date,ARIMA,UCM,ML
2015-05-08,31.322575570544654,28.922229570915576,19.979818111823754
2015-05-09,8.924874644032943,9.131150145770759,9.262507581500039
2015-05-10,9.177553519637605,2.8870243651021883,2.3283708664054146
2015-05-11,29.616871307691422,12.527709143397457,27.105518828675443
2015-05-12,31.546817280911725,29.67498183053973,32.29224232446774
2015-05-13,30.475766497864896,33.86025414188043,33.734928995025705
2015-05-14,30.84878647074905,30.02810798821453,29.363893037188113
2015-05-15,31.328933652177845,30.716545801611485,19.979818111823754
2015-05-16,9.030892173130548,9.337065675842682,9.262507581500039
2015-05-17,9.283951253533877,2.8427087405671823,2.3283708664054146
2015-05-18,29.63689174644707,12.199947927010768,27.105518828675443
2015-05-19,31.55132934142912,29.085591953636225,32.29224232446774
2015-05-20,30.488992327119,33.58620468599616,33.734928995025705
2015-05-21,30.859007380648322,30.1221735303091,29.363893037188113
2015-05-22,31.335239548594338,30.945459395500542,19.979818111823754
2015-05-23,9.137076626723315,9.368421343343636,9.262507581500039
2015-05-24,9.390491093491292,2.8132351752464495,2.3283708664054146
2015-05-25,29.656755810655945,5.780169881403671,27.105518828675443
2015-05-26,31.55580414124747,28.62242382494823,32.29224232446774
2015-05-27,30.50211216675836,33.459937020322194,33.734928995025705
2015-05-28,30.86914550129117,30.676668456825816,29.363893037188113
2015-05-29,31.341493679080813,32.27995148284535,19.979818111823754
2015-05-30,9.243417524867498,10.036021827643712,9.262507581500039
2015-05-31,9.497162753616827,3.0418441599253314,2.3283708664054146
2015-06-01,29.676464626154065,12.381743529739417,26.480735073763157
2015-06-02,31.560241983554448,28.121444190966365,31.94328322030315
2015-06-03,30.51512682581685,31.119269081478283,33.666611570637286
2015-06-04,30.87920147950895,27.10352918490779,29.505938613482634
2015-06-05,31.347696459706498,27.740580422840445,20.206062907829626
2015-06-06,9.349904467824397,8.407477079941163,9.428744841877773
2015-06-07,9.603956032605758,2.59300991192016,2.31473937640078
2015-06-08,29.69601931229127,11.685485056566078,26.480735073763157
2015-06-09,31.56464316914594,28.71901725855691,31.94328322030315
2015-06-10,30.5280371078323,33.822679381234124,33.666611570637286
2015-06-11,30.889175957478532,30.73400532932647,29.505938613482634
2015-06-12,31.353848303345227,31.767924532762965,20.206062907829626
2015-06-13,9.456527137955337,9.671331486676289,9.428744841877773
2015-06-14,9.710860815452325,2.904444836623374,2.31473937640078
2015-06-15,29.71542098193955,12.177566197795409,26.480735073763157
2015-06-16,31.569007996444103,28.72159324456238,31.94328322030315
2015-06-17,30.540843810872243,33.16447070223794,33.666611570637286
2015-06-18,30.899069572749063,30.037908849361138,29.505938613482634
2015-06-19,31.359949619697556,31.33343415276708,20.206062907829626
2015-06-20,9.563275301538438,9.656489863017491,9.428744841877773
2015-06-21,9.817867075084912,2.932112251840138,2.31473937640078
2015-06-22,29.734670741502008,12.259180478501456,26.480735073763157
2015-06-23,31.57333676151448,28.646207133946305,31.94328322030315
2015-06-24,30.553547727559394,32.74711785846786,33.666611570637286
2015-06-25,30.9088829582682,29.52070080270182,29.505938613482634
2015-06-26,31.366000815312674,31.00381928565519,20.206062907829626
2015-06-27,9.670138810508307,9.745753321311737,9.428744841877773
2015-06-28,9.9249648739271,3.069144808741949,2.31473937640078
2015-06-29,29.753769690922482,13.022904572619783,26.480735073763157
2015-06-30,31.57762975808371,30.39655294527909,31.94328322030315
2015-07-01,30.566149645097237,34.16881289777185,38.102220598989575
2015-07-02,30.918616742409107,29.660845092411066,33.85617866157427
2015-07-03,31.372002293610095,15.697989997485085,24.096903391272015
2015-07-04,9.777107604119857,3.9978830950523734,12.455067413248678
2015-07-05,10.03214436538558,2.5034436926012096,4.107327085761838
2015-07-06,29.772718923695674,10.91325075080236,30.260873816681865
2015-07-07,31.581887277556497,26.62090086569733,36.16075673312693
2015-07-08,30.578650345296175,31.589191488634523,38.102220598989575
2015-07-09,30.928271548996705,29.352777830395716,33.85617866157427
2015-07-10,31.37795445490147,31.310916351385956,24.096903391272015
2015-07-11,9.884171710537386,9.833182631662842,12.455067413248678
2015-07-12,10.139395795266378,3.035258196389559,4.107327085761838
2015-07-13,29.791519526877757,12.64662276557574,30.260873816681865
2015-07-14,31.58610960903303,29.370656490183126,36.16075673312693
2015-07-15,30.59105060459925,33.342169534771045,38.102220598989575
2015-07-16,30.937847997334373,29.77244867677957,33.85617866157427
2015-07-17,31.383857696412086,30.89666876074798,24.096903391272015
2015-07-18,9.991321248350266,9.562605049147837,12.455067413248678
2015-07-19,10.246709503120396,2.9556231201680947,4.107327085761838
2015-07-20,29.810172581097852,12.55113599402763,30.260873816681865
2015-07-21,31.590297039325833,29.49311927927163,36.16075673312693
2015-07-22,30.603351194108125,33.58388364910252,38.102220598989575
2015-07-23,30.947346702230114,29.823968061235043,33.85617866157427
2015-07-24,31.38971241230237,30.632072982422045,24.096903391272015
2015-07-25,10.098546428016265,9.376587973775706,12.455067413248678
2015-07-26,10.354075923519733,2.89291815356522,4.107327085761838
2015-07-27,29.82867916056967,12.529694959967426,30.260873816681865
2015-07-28,31.59444985297681,30.13172507025573,36.16075673312693
2015-07-29,30.615552879609215,35.10499312421033,38.102220598989575
2015-07-30,30.956768274023407,31.627082869818455,33.85617866157427
2015-07-31,31.395518993689212,32.29081448528981,24.096903391272015
2015-08-01,10.205837553233913,9.648022448337436,11.829838519991121
2015-08-02,10.461485587265797,2.794690474549955,2.8586759527269407
2015-08-03,29.84704033310406,11.427643495551642,32.44960258671073
2015-08-04,31.598568332274045,26.477995267148884,37.981788150099675
2015-08-05,30.627656421599823,30.182500671200607,39.40312517519062
2015-08-06,30.966113318611274,27.333804510350422,34.54196520491795
2015-08-07,31.401277828667336,29.071959977007932,24.126790195237028
2015-08-08,10.313185022244987,9.180706419574149,11.829838519991121
2015-08-09,10.568929122530687,2.914812147998357,2.8586759527269407
2015-08-10,29.865257160121804,12.682565284213966,32.44960258671073
2015-08-11,31.60265275726867,30.128360827252155,37.981788150099675
2015-08-12,30.63966257531442,34.47714290065537,39.40312517519062
2015-08-13,30.975382437474803,30.623351761263425,34.54196520491795
2015-08-14,31.406989302330356,31.297678120102915,24.126790195237028
2015-08-15,10.420579329068454,9.52377274504672,11.829838519991121
2015-08-16,10.676397255932875,2.900869647019954,2.8586759527269407
2015-08-17,29.883330696667,12.379237447267466,32.44960258671073
2015-08-18,31.606703405791286,29.46264635899603,37.981788150099675
2015-08-19,30.651572090750808,34.063682613701125,39.40312517519062
2015-08-20,30.984576227705215,30.62604395203182,34.54196520491795
2015-08-21,31.4126537967917,31.518823200993584,24.126790195237028
2015-08-22,10.528011064667165,9.5817692337984,11.829838519991121
2015-08-23,10.783880813548684,2.884662555424416,2.8586759527269407
2015-08-24,29.901261991421155,12.184508512678624,32.44960258671073
2015-08-25,31.610720553468674,28.9585064593046,37.981788150099675
2015-08-26,30.66338571269659,33.76674579444998,39.40312517519062
2015-08-27,30.993695282030412,30.953453833002897,34.54196520491795
2015-08-28,31.41827169120584,32.64206573491881,24.126790195237028
2015-08-29,10.635470918048368,10.222948846580875,11.829838519991121
2015-08-30,10.891370721860591,3.1328880667549495,2.8586759527269407
2015-08-31,29.919052086717254,12.746733750871389,32.44960258671073
2015-09-01,31.614704473740115,28.91865603131229,40.42957252448637
2015-09-02,30.675104180755575,31.959777942049346,41.20261509908169
2015-09-03,31.002740188840978,27.741179432898992,35.65873360471999
2015-09-04,31.423843361788833,28.223905742341138,24.59306636510572
2015-09-05,10.74294967729949,8.519914859424219,11.692252486113105
2015-09-06,10.998858008643749,2.6169086522916247,2.1410927410029217
2015-09-07,29.936702018554946,5.654263289038087,35.40808270939415
2015-09-08,31.618655437873716,28.877715953200667,40.42957252448637
2015-09-09,30.686728229374058,34.11896590638181,41.20261509908169
2015-09-10,31.011711532216243,31.14370576792416,35.65873360471999
2015-09-11,31.42936918183916,32.31352525690911,24.59306636510572
2015-09-12,10.85043823056035,9.895687452908147,11.692252486113105
2015-09-13,11.106333803791962,2.9854565217025697,2.1410927410029217
2015-09-14,29.954212816615534,12.426477649031662,35.40808270939415
2015-09-15,31.62257371498271,29.165089389974174,40.42957252448637
2015-09-16,30.69825858786758,33.59945019171404,41.20261509908169
2015-09-17,31.020609891950652,30.418291331073593,35.65873360471999
2015-09-18,31.434849521758323,31.757805055039977,24.59306636510572
2015-09-19,10.957927566933074,9.836669660270083,11.692252486113105
2015-09-20,11.21378934008433,3.006804597342875,2.1410927410029217
2015-09-21,29.971585504278114,12.527312810487702,35.40808270939415
2015-09-22,31.62645957204145,29.18152821294977,40.42957252448637
2015-09-23,30.709695980447226,33.273307451332094,41.20261509908169
2015-09-24,31.0294358435795,29.906957294625574,35.65873360471999
2015-09-25,31.440284749071196,31.31683835621066,24.59306636510572
2015-09-26,11.065408777330935,9.84809455538014,11.692252486113105
2015-09-27,11.321215953893919,3.112557571638266,2.1410927410029217
2015-09-28,29.988821098635395,13.224369778707235,35.40808270939415
2015-09-29,31.630313273901578,30.96673946669899,40.42957252448637
2015-09-30,30.721041126246348,34.971393407767465,41.20261509908169
2015-10-01,31.038189958405113,30.475856508265597,39.12947055140015
2015-10-02,31.445675228446632,30.360723315892063,27.00438578947533
2015-10-03,11.172873055267518,8.878981778727647,13.400839794334452
2015-10-04,11.428605085839491,2.5762387106773423,3.0791311511667416
2015-10-05,30.00592061051052,11.086807811794523,44.426563639998356
2015-10-06,31.634135083307694,26.84139326817381,47.51665316374789
2015-10-07,30.732294739347193,31.74288581725755,46.28586513808806
2015-10-08,31.046872803522493,29.4904528705153,39.12947055140015
2015-10-09,31.451021321717562,31.534989855764373,27.00438578947533
2015-10-10,11.28031169758723,9.965839587642325,13.400839794334452
2015-10-11,11.535948281381822,3.1028620093279358,3.0791311511667416
2015-10-12,30.02288504447403,6.287399272684073,44.426563639998356
2015-10-13,31.637925260913356,29.954893342030445,47.51665316374789
2015-10-14,30.743457528807408,33.95785184313866,46.28586513808806
2015-10-15,31.055484941845585,30.26257659998029,39.12947055140015
2015-10-16,31.456323387901243,31.32955176659455,27.00438578947533
2015-10-17,11.387716105138656,9.707460716522492,13.400839794334452
2015-10-18,11.643237191365689,3.0102556933283933,3.0791311511667416
2015-10-19,30.039715398861382,12.761976165010445,44.426563639998356
2015-10-20,31.641684065296722,29.99632820580753,47.51665316374789
2015-10-21,30.754530198686815,34.203509974360706,46.28586513808806
2015-10-22,31.06402693213255,30.391952628209562,39.12947055140015
2015-10-23,31.461581783219202,31.16512984396512,27.00438578947533
2015-10-24,11.495077783391746,9.538735257793109,13.400839794334452
2015-10-25,11.750463572508663,2.9393935057926694,3.0791311511667416
2015-10-26,30.056412665790674,12.660552544002242,44.426563639998356
2015-10-27,31.645411752976162,30.40871450785095,47.51665316374789
2015-10-28,30.765513448074064,35.50947605533632,46.28586513808806
2015-10-29,31.07249932901182,32.14284647456656,39.12947055140015
2015-10-30,31.466796861117214,32.987273688600176,27.00438578947533
2015-10-31,11.602388343000408,9.94847519802133,13.400839794334452
2015-11-01,11.857619287838203,2.907538858025176,2.1935524658003516
2015-11-02,30.0729778311807,11.782430678639425,47.40811658703795
2015-11-03,31.64910857842574,27.08509546155187,49.71873140091608
2015-11-04,30.776407971113315,30.6776492713168,47.607608104588415
2015-11-05,31.080902683007533,27.6204815366513,39.64571122243087
2015-11-06,31.471968972285303,29.246292024169676,26.895273980192272
2015-11-07,11.709639500311395,9.228959283117902,12.85031531909788
